tenure_months,monthly_charges,contract_type,payment_method,is_fiber,promo_active,support_tickets_90d,app_logins_30d,churn
30,93.17,month-to-month,debit,0,1,0,13,0
10,14.22,one-year,debit,0,0,2,16,0
67,80.96,month-to-month,paypal,0,1,1,18,0
22,55.73,month-to-month,credit-card,1,0,1,16,0
16,56.79,one-year,debit,1,1,1,10,0
40,98.85,month-to-month,paypal,1,0,2,24,0
31,50.72,month-to-month,credit-card,1,1,2,21,0
7,51.4,month-to-month,credit-card,0,0,1,23,0
58,62.39,month-to-month,debit,1,1,3,22,0
61,73.28,two-year,paypal,0,1,2,20,0
53,56.16,month-to-month,paypal,0,0,2,19,1
44,33.52,one-year,paypal,1,0,0,12,0
29,47.69,month-to-month,paypal,1,0,0,16,0
39,90.63,one-year,credit-card,1,0,0,20,0
37,66.5,two-year,debit,1,1,0,19,0
12,74.02,month-to-month,transfer,0,1,2,20,0
6,59.77,two-year,credit-card,0,1,0,30,0
18,51.81,one-year,paypal,0,1,1,12,0
33,98.55,one-year,transfer,1,0,0,18,0
12,61.24,month-to-month,paypal,1,0,1,17,0
8,56.13,one-year,debit,0,0,1,23,0
61,86.92,month-to-month,transfer,1,0,1,14,0
27,50.55,two-year,credit-card,1,1,1,32,0
42,53.11,two-year,credit-card,1,0,2,17,0
38,65.2,month-to-month,transfer,0,0,1,18,0
53,65.01,two-year,credit-card,0,0,2,20,0
53,70.19,two-year,debit,1,1,0,18,0
22,106.83,month-to-month,paypal,1,0,3,17,0
61,71.72,month-to-month,debit,0,1,1,22,0
27,17.44,month-to-month,debit,0,1,5,19,0
60,71.53,month-to-month,debit,1,1,1,16,0
29,65.76,month-to-month,transfer,1,1,1,19,0
8,65.87,two-year,paypal,0,1,0,30,0
54,69.92,month-to-month,transfer,1,1,1,25,0
3,64.43,one-year,debit,1,1,0,27,0
55,63.95,one-year,debit,0,1,1,24,0
4,77.26,one-year,credit-card,0,1,2,12,0
15,54.16,month-to-month,credit-card,1,0,2,21,0
43,46.05,month-to-month,debit,1,1,1,16,0
67,125.48,one-year,debit,0,1,0,23,0
30,50.68,month-to-month,paypal,1,1,1,20,0
9,67.0,month-to-month,paypal,1,1,1,16,1
17,35.09,one-year,credit-card,1,1,1,16,0
64,67.33,month-to-month,debit,0,1,2,16,0
52,46.34,month-to-month,credit-card,0,1,0,20,0
8,56.15,month-to-month,credit-card,0,1,1,22,0
28,85.9,month-to-month,debit,1,1,0,21,0
19,74.44,one-year,paypal,1,0,2,22,0
13,76.37,month-to-month,credit-card,1,0,1,20,0
61,29.58,two-year,transfer,0,1,1,17,0
44,101.74,two-year,debit,1,0,1,15,0
13,41.16,month-to-month,transfer,1,0,1,23,0
47,95.57,month-to-month,paypal,1,1,2,16,0
30,85.43,month-to-month,paypal,0,1,0,15,0
5,76.55,two-year,paypal,1,0,2,19,0
32,47.9,one-year,debit,0,0,0,19,0
14,68.03,month-to-month,credit-card,0,1,3,18,0
18,55.58,month-to-month,paypal,1,1,1,14,0
63,65.58,month-to-month,paypal,0,1,1,15,0
51,60.0,month-to-month,paypal,0,0,2,19,0
10,24.23,month-to-month,debit,1,1,1,21,0
61,87.44,month-to-month,debit,0,1,1,16,0
41,63.38,one-year,credit-card,1,1,0,15,0
63,55.3,month-to-month,debit,1,1,1,16,0
54,53.79,month-to-month,debit,1,1,1,21,0
25,72.17,one-year,debit,0,1,2,23,0
38,47.12,two-year,paypal,1,1,0,13,0
38,19.9,month-to-month,transfer,1,1,1,16,0
52,73.14,two-year,credit-card,0,1,1,20,0
18,75.38,month-to-month,transfer,1,1,2,11,0
24,61.01,two-year,transfer,1,1,0,19,0
18,42.04,month-to-month,transfer,0,1,4,12,0
22,66.78,one-year,paypal,0,1,1,19,0
12,35.71,month-to-month,paypal,1,1,2,18,0
3,44.46,two-year,debit,1,1,1,19,0
67,49.99,two-year,debit,1,1,1,12,0
6,81.88,month-to-month,credit-card,0,0,1,24,0
64,57.75,month-to-month,paypal,0,0,2,15,0
1,56.04,month-to-month,paypal,1,1,1,15,0
56,104.09,month-to-month,transfer,1,0,2,21,0
24,72.05,one-year,credit-card,0,1,3,16,0
37,71.78,one-year,transfer,1,0,2,19,0
21,57.61,month-to-month,paypal,0,1,0,20,0
35,53.07,month-to-month,credit-card,0,1,1,24,0
33,21.27,two-year,transfer,1,1,5,19,0
38,84.37,month-to-month,transfer,0,1,3,27,0
28,73.97,one-year,transfer,1,1,0,18,0
39,61.42,month-to-month,transfer,0,0,0,19,0
59,62.26,month-to-month,paypal,1,1,5,15,0
31,79.72,month-to-month,credit-card,0,0,1,18,0
26,33.91,month-to-month,transfer,1,1,0,18,0
10,53.2,one-year,paypal,1,1,2,20,0
26,42.27,month-to-month,paypal,0,1,2,23,0
9,100.43,one-year,debit,0,1,1,19,0
13,82.51,one-year,paypal,1,1,1,13,1
68,20.95,month-to-month,debit,0,0,1,12,0
7,34.72,month-to-month,debit,1,1,2,13,0
35,62.35,one-year,paypal,1,0,3,13,0
60,55.55,one-year,debit,1,1,0,18,0
68,38.51,month-to-month,debit,0,1,2,14,0
11,103.9,month-to-month,transfer,0,1,2,22,0
12,71.25,one-year,transfer,0,1,2,19,0
27,74.5,month-to-month,paypal,0,0,0,12,0
40,51.16,one-year,transfer,0,0,0,31,0
69,79.45,month-to-month,credit-card,1,1,1,13,0
15,57.39,one-year,credit-card,0,0,0,22,1
12,59.33,month-to-month,paypal,0,1,0,22,0
18,77.22,one-year,debit,0,1,2,26,0
63,32.42,month-to-month,credit-card,0,1,4,19,0
3,96.94,month-to-month,credit-card,1,1,1,23,0
27,68.65,month-to-month,credit-card,0,1,2,20,0
9,90.62,one-year,credit-card,1,1,0,22,0
12,43.49,month-to-month,paypal,1,1,3,20,0
66,46.54,month-to-month,transfer,0,1,1,23,0
1,41.76,one-year,transfer,1,1,3,17,0
23,70.01,month-to-month,credit-card,0,0,1,15,0
65,66.32,month-to-month,transfer,0,1,0,19,0
44,55.71,one-year,paypal,1,1,2,24,0
6,44.72,one-year,paypal,1,1,1,20,0
34,39.67,two-year,debit,0,1,0,19,0
69,64.03,month-to-month,transfer,1,1,1,15,0
29,55.69,month-to-month,debit,0,0,5,19,0
38,51.29,one-year,paypal,1,0,2,12,1
38,95.94,month-to-month,paypal,1,1,1,17,0
47,63.35,one-year,credit-card,0,1,3,12,0
14,90.4,month-to-month,debit,1,1,0,11,1
60,54.33,two-year,credit-card,1,1,1,26,0
71,69.9,one-year,transfer,0,1,2,14,0
11,63.89,month-to-month,debit,1,1,1,14,0
59,31.05,month-to-month,transfer,1,1,0,15,0
59,93.57,month-to-month,paypal,0,0,1,12,0
53,62.3,month-to-month,paypal,1,1,1,21,0
27,79.93,one-year,credit-card,1,1,1,15,0
34,49.96,month-to-month,credit-card,1,0,1,12,0
60,61.7,month-to-month,paypal,0,1,1,23,0
11,47.66,month-to-month,credit-card,1,0,2,15,0
59,89.72,one-year,debit,1,1,0,17,0
66,71.23,month-to-month,paypal,1,1,4,18,0
49,72.34,month-to-month,debit,0,0,2,15,1
25,92.16,two-year,credit-card,1,1,2,12,0
40,88.13,month-to-month,paypal,1,1,1,19,0
4,80.31,month-to-month,transfer,0,0,1,12,1
67,36.57,two-year,debit,0,1,1,19,0
25,51.09,month-to-month,transfer,1,1,1,13,0
5,44.92,two-year,transfer,1,1,0,19,0
57,79.55,one-year,transfer,1,1,1,20,0
47,68.41,one-year,paypal,0,0,0,15,0
45,37.19,month-to-month,paypal,1,1,4,16,0
4,61.23,month-to-month,debit,0,1,1,30,0
54,35.12,month-to-month,paypal,1,0,2,23,0
46,63.94,month-to-month,paypal,0,1,0,23,0
57,31.89,month-to-month,credit-card,0,1,2,20,0
59,75.58,month-to-month,debit,1,1,1,18,0
16,72.56,one-year,transfer,1,1,2,24,1
15,103.16,month-to-month,paypal,0,1,2,24,0
66,81.96,one-year,transfer,0,1,0,18,0
38,56.54,two-year,transfer,1,1,4,18,0
32,81.36,one-year,debit,1,0,1,21,0
21,37.05,one-year,credit-card,0,1,0,19,0
46,45.75,one-year,paypal,1,0,5,19,0
54,71.66,month-to-month,transfer,0,0,1,19,0
1,21.84,month-to-month,debit,1,0,4,22,0
40,64.26,two-year,paypal,0,1,1,17,0
71,44.59,one-year,credit-card,0,1,1,28,0
20,67.03,one-year,debit,1,1,2,22,0
20,43.45,two-year,paypal,0,1,1,21,0
63,73.48,month-to-month,debit,1,1,3,11,0
5,65.39,month-to-month,paypal,0,0,1,25,0
29,93.01,one-year,paypal,0,0,0,24,0
33,65.13,month-to-month,credit-card,1,0,0,18,0
57,49.63,month-to-month,debit,1,1,1,24,0
10,60.06,one-year,paypal,0,0,1,16,0
31,38.12,one-year,debit,1,1,0,15,0
11,73.12,month-to-month,credit-card,0,1,1,14,0
56,76.8,one-year,credit-card,1,1,0,28,0
45,114.38,month-to-month,credit-card,0,1,0,27,0
36,52.56,two-year,credit-card,1,1,1,15,0
28,59.64,month-to-month,debit,0,0,2,20,0
11,53.48,two-year,debit,1,1,0,24,0
66,69.24,month-to-month,paypal,1,0,1,14,0
46,72.63,month-to-month,transfer,1,1,0,15,0
23,63.93,month-to-month,credit-card,0,0,0,12,0
30,86.73,month-to-month,credit-card,0,1,2,13,0
52,52.66,month-to-month,credit-card,0,1,0,20,0
52,84.72,one-year,debit,1,1,1,18,0
33,75.77,one-year,transfer,0,1,2,15,0
22,64.76,month-to-month,credit-card,1,0,1,26,0
47,58.7,one-year,debit,0,1,2,19,0
47,113.53,two-year,debit,1,1,1,23,0
43,48.66,one-year,credit-card,1,0,1,9,0
6,70.96,month-to-month,credit-card,1,0,1,20,0
34,50.0,month-to-month,credit-card,1,0,1,22,0
44,100.71,two-year,credit-card,1,0,3,19,0
68,82.74,month-to-month,paypal,1,1,0,19,0
38,51.43,month-to-month,paypal,1,0,4,18,0
25,75.25,one-year,transfer,1,1,3,16,0
40,70.15,month-to-month,paypal,0,0,1,16,0
13,54.67,one-year,paypal,0,1,0,25,0
7,80.16,month-to-month,paypal,1,0,1,24,1
49,72.79,one-year,credit-card,1,1,0,11,0
71,69.31,two-year,paypal,0,1,4,10,0
61,64.16,two-year,debit,0,1,3,12,0
42,73.62,two-year,transfer,1,1,3,16,0
3,69.59,two-year,paypal,0,1,2,17,0
71,66.18,month-to-month,debit,1,1,0,25,0
32,52.18,two-year,debit,1,1,0,20,0
21,98.88,two-year,credit-card,0,1,1,15,0
64,43.99,month-to-month,credit-card,0,0,1,22,0
53,73.55,month-to-month,credit-card,0,0,0,10,0
54,58.6,month-to-month,debit,0,0,3,18,0
20,100.19,month-to-month,paypal,1,1,0,17,0
71,46.93,one-year,debit,1,0,0,19,0
33,50.29,month-to-month,transfer,1,0,0,22,0
38,45.6,month-to-month,credit-card,0,1,0,28,0
54,71.47,month-to-month,transfer,1,1,1,17,0
47,37.54,month-to-month,paypal,0,1,2,24,0
13,55.43,two-year,debit,1,1,2,23,1
22,21.95,month-to-month,debit,0,0,2,16,0
26,69.81,month-to-month,paypal,1,1,2,18,0
68,55.0,month-to-month,transfer,1,0,4,22,0
51,35.24,two-year,debit,0,0,1,24,0
27,86.71,two-year,credit-card,1,1,0,22,0
53,38.85,month-to-month,paypal,0,0,1,19,0
53,80.94,month-to-month,transfer,0,1,3,19,0
28,50.98,month-to-month,credit-card,1,1,1,16,0
29,97.03,month-to-month,transfer,1,0,1,18,0
64,79.99,one-year,paypal,0,0,2,22,0
40,44.84,month-to-month,paypal,0,0,1,28,0
11,46.66,month-to-month,credit-card,0,0,2,15,0
52,77.11,month-to-month,debit,1,1,0,21,0
42,59.75,month-to-month,paypal,1,1,1,22,0
37,61.61,month-to-month,paypal,0,0,1,18,0
52,90.44,month-to-month,transfer,0,0,2,21,0
65,50.03,month-to-month,debit,1,1,2,18,0
24,66.83,month-to-month,paypal,1,1,1,14,0
30,84.09,month-to-month,transfer,0,1,3,15,0
14,81.18,two-year,transfer,1,0,2,21,0
46,61.81,month-to-month,paypal,0,1,1,14,0
29,59.22,month-to-month,debit,0,0,0,24,0
25,30.22,month-to-month,transfer,1,1,2,10,0
50,43.88,one-year,credit-card,1,1,0,15,0
29,71.37,two-year,transfer,0,1,1,21,0
33,62.24,one-year,transfer,1,0,2,20,0
32,66.5,one-year,paypal,1,1,1,26,1
19,85.79,one-year,debit,1,0,1,18,0
9,41.25,month-to-month,paypal,1,1,0,13,0
59,60.28,two-year,transfer,1,0,0,9,0
7,68.77,one-year,credit-card,1,1,1,18,0
24,50.92,month-to-month,credit-card,0,0,2,22,0
48,93.63,month-to-month,credit-card,1,1,1,20,0
10,83.17,month-to-month,debit,0,1,1,16,0
47,70.8,month-to-month,transfer,1,1,1,12,0
53,100.88,one-year,paypal,0,0,4,17,0
48,35.02,month-to-month,paypal,0,1,1,16,0
22,64.85,one-year,transfer,1,0,0,20,0
2,72.33,two-year,debit,0,1,2,20,0
64,46.71,month-to-month,transfer,0,0,3,32,0
24,71.01,month-to-month,debit,0,0,1,21,1
58,42.87,one-year,credit-card,1,0,0,24,0
15,78.81,one-year,transfer,0,0,2,19,1
12,86.16,month-to-month,paypal,0,0,0,14,0
56,70.45,month-to-month,credit-card,1,1,0,23,0
67,27.94,one-year,credit-card,1,0,1,27,0
62,45.66,two-year,credit-card,1,1,2,22,0
54,76.29,month-to-month,credit-card,0,1,2,14,0
18,65.42,month-to-month,credit-card,1,1,3,16,0
65,11.12,two-year,credit-card,1,1,1,26,0
48,89.86,month-to-month,credit-card,1,1,2,21,0
13,67.73,month-to-month,debit,1,1,1,18,0
10,48.62,month-to-month,transfer,0,1,1,22,0
62,84.9,month-to-month,credit-card,1,1,2,15,0
20,51.45,month-to-month,debit,1,0,1,16,0
55,51.23,one-year,paypal,0,1,1,23,0
10,72.17,one-year,credit-card,0,0,1,23,0
20,100.62,month-to-month,paypal,0,1,2,15,0
21,97.47,month-to-month,transfer,1,1,0,15,0
20,72.19,month-to-month,transfer,0,0,3,14,0
48,74.25,one-year,debit,1,0,1,16,0
65,80.83,one-year,debit,1,1,1,15,0
65,39.86,one-year,debit,0,0,0,15,0
53,77.88,one-year,credit-card,0,0,0,19,0
15,50.32,two-year,debit,0,1,0,22,0
69,71.37,one-year,paypal,0,1,0,23,0
39,60.45,month-to-month,credit-card,1,1,1,18,0
39,75.02,two-year,transfer,1,1,3,17,0
50,67.36,two-year,transfer,1,1,1,16,0
55,10.0,month-to-month,credit-card,1,1,2,22,0
68,68.58,month-to-month,credit-card,0,1,2,18,0
42,77.84,one-year,transfer,1,1,0,19,0
44,73.92,month-to-month,credit-card,1,1,4,16,0
53,62.95,one-year,paypal,1,1,0,14,0
19,97.84,month-to-month,credit-card,0,0,3,16,0
22,71.23,month-to-month,credit-card,0,0,1,16,0
45,73.75,month-to-month,debit,1,0,1,19,1
5,85.89,two-year,debit,1,1,0,24,0
23,72.25,month-to-month,credit-card,0,1,0,16,0
51,47.04,one-year,transfer,0,1,2,22,0
70,16.23,month-to-month,debit,1,1,1,17,0
37,55.46,month-to-month,transfer,1,1,5,21,1
29,80.22,month-to-month,credit-card,1,1,1,21,0
32,57.94,month-to-month,credit-card,0,1,3,23,0
49,81.02,one-year,credit-card,0,0,1,11,0
39,67.97,one-year,credit-card,1,1,1,11,0
2,90.76,month-to-month,paypal,1,1,0,15,0
39,59.1,month-to-month,debit,0,0,1,17,0
29,74.35,one-year,debit,1,0,0,25,0
50,75.12,one-year,transfer,0,0,1,17,0
63,95.03,month-to-month,credit-card,1,0,1,16,0
69,30.87,one-year,transfer,0,0,0,22,0
44,55.83,month-to-month,transfer,1,1,1,15,0
26,81.97,month-to-month,paypal,1,1,1,18,0
32,95.92,one-year,credit-card,0,1,1,26,1
13,69.8,one-year,credit-card,0,0,0,12,0
67,59.15,one-year,paypal,0,1,3,14,0
61,80.14,month-to-month,debit,0,1,1,21,0
61,82.37,month-to-month,credit-card,1,1,3,19,0
24,57.81,one-year,transfer,1,1,0,20,0
23,71.61,month-to-month,debit,0,1,2,23,0
61,88.61,month-to-month,paypal,1,1,2,15,1
39,102.81,one-year,paypal,0,1,1,18,0
51,79.85,month-to-month,transfer,1,1,0,31,0
35,65.88,month-to-month,credit-card,1,0,0,13,0
32,63.92,month-to-month,transfer,0,0,1,19,0
45,76.15,two-year,credit-card,1,1,3,19,0
58,62.69,month-to-month,paypal,1,0,0,25,0
24,68.79,month-to-month,transfer,0,1,2,13,1
58,43.84,month-to-month,debit,1,0,0,17,0
18,90.94,month-to-month,paypal,0,1,3,19,0
29,42.2,month-to-month,transfer,0,0,1,23,0
65,56.36,one-year,debit,1,1,1,15,0
68,66.95,month-to-month,credit-card,0,1,0,17,0
66,104.82,month-to-month,transfer,0,1,1,20,0
23,56.55,month-to-month,debit,0,0,1,23,0
60,51.68,month-to-month,credit-card,0,1,2,19,0
67,53.98,month-to-month,credit-card,0,1,1,22,0
70,98.18,one-year,transfer,0,0,1,21,0
2,10.0,one-year,paypal,1,0,1,15,0
53,44.95,one-year,debit,1,1,0,20,0
71,119.63,month-to-month,credit-card,1,1,0,27,0
55,76.82,two-year,transfer,1,1,1,19,0
17,42.88,one-year,credit-card,0,0,0,18,0
55,64.16,month-to-month,credit-card,1,1,1,15,0
8,66.35,month-to-month,transfer,1,1,0,17,0
35,81.92,one-year,transfer,1,1,2,8,0
45,101.79,month-to-month,credit-card,1,1,0,17,0
33,72.77,month-to-month,credit-card,0,1,2,9,1
50,54.2,one-year,credit-card,0,1,2,23,0
18,80.74,month-to-month,transfer,1,1,2,20,0
44,51.03,two-year,transfer,1,1,3,17,0
46,44.33,month-to-month,transfer,1,0,1,14,0
45,29.8,month-to-month,credit-card,1,1,1,24,0
21,33.7,month-to-month,paypal,0,1,0,16,0
22,47.07,month-to-month,credit-card,0,0,1,17,0
19,41.44,two-year,paypal,1,1,1,11,0
33,71.26,one-year,paypal,0,1,2,19,0
42,41.01,two-year,debit,1,0,1,21,0
26,10.0,month-to-month,paypal,1,1,2,16,0
30,44.12,month-to-month,transfer,0,0,0,13,0
21,55.56,month-to-month,paypal,0,1,1,18,0
16,52.89,month-to-month,credit-card,1,1,1,23,0
47,95.39,two-year,credit-card,1,1,0,16,1
58,52.73,month-to-month,paypal,1,1,1,20,0
21,82.62,month-to-month,paypal,0,1,3,23,0
62,64.62,month-to-month,transfer,0,1,4,15,0
41,64.15,one-year,debit,0,1,0,26,0
12,48.29,month-to-month,debit,0,1,1,16,0
26,63.82,one-year,debit,0,1,1,18,0
1,49.7,one-year,debit,1,1,3,13,0
3,68.4,one-year,transfer,0,1,0,24,0
24,60.28,month-to-month,paypal,1,1,0,15,0
33,46.11,month-to-month,debit,1,1,1,25,0
57,84.84,month-to-month,paypal,1,1,1,13,1
10,73.54,two-year,credit-card,1,0,3,17,1
60,56.04,two-year,paypal,0,1,2,31,0
17,67.91,month-to-month,transfer,1,0,2,17,0
10,63.32,month-to-month,transfer,0,1,1,19,0
50,47.65,month-to-month,debit,0,0,2,19,0
55,66.41,one-year,debit,1,1,1,23,0
43,52.58,month-to-month,debit,0,0,1,20,0
9,46.1,month-to-month,paypal,0,1,0,21,0
9,32.54,one-year,credit-card,1,1,1,28,0
28,57.83,month-to-month,transfer,1,1,0,24,0
32,76.34,month-to-month,paypal,0,1,0,22,0
71,51.11,month-to-month,transfer,0,1,0,12,0
21,115.41,month-to-month,transfer,0,0,2,24,0
14,82.71,one-year,transfer,1,1,2,17,0
68,91.09,month-to-month,transfer,1,1,0,19,0
11,80.9,month-to-month,transfer,0,1,0,18,0
2,102.06,month-to-month,paypal,1,1,2,14,0
31,49.26,month-to-month,transfer,1,1,0,15,0
29,13.79,one-year,paypal,1,1,0,16,0
44,56.08,one-year,transfer,1,1,1,12,1
63,76.16,month-to-month,paypal,1,1,2,18,0
67,68.03,month-to-month,paypal,1,1,0,20,0
21,70.51,month-to-month,credit-card,1,1,1,19,0
70,91.42,month-to-month,paypal,0,1,2,21,0
45,72.64,month-to-month,transfer,0,0,0,22,0
5,80.98,two-year,debit,0,1,3,28,0
67,46.21,month-to-month,paypal,1,1,2,20,0
10,43.09,month-to-month,credit-card,0,0,0,20,0
42,97.28,month-to-month,transfer,1,1,5,11,1
57,67.02,one-year,transfer,0,0,1,12,0
18,52.54,month-to-month,paypal,1,1,0,24,0
20,52.57,two-year,transfer,0,1,0,20,0
34,52.02,month-to-month,transfer,1,0,0,20,0
63,50.82,one-year,transfer,0,0,0,23,0
16,39.34,one-year,transfer,1,1,6,13,0
48,34.99,month-to-month,paypal,1,0,0,17,0
33,61.1,month-to-month,paypal,0,0,2,21,0
8,53.14,month-to-month,credit-card,1,1,1,13,0
51,87.14,one-year,transfer,1,1,0,20,0
60,70.86,two-year,debit,1,1,2,21,0
41,70.31,month-to-month,credit-card,1,1,1,15,0
13,50.14,month-to-month,paypal,1,1,2,17,0
12,62.58,month-to-month,paypal,1,1,5,20,0
31,72.22,month-to-month,paypal,1,0,2,20,0
36,79.32,one-year,debit,1,1,0,22,0
40,63.12,month-to-month,debit,1,1,0,18,0
18,86.58,month-to-month,paypal,0,1,0,20,0
36,65.16,two-year,credit-card,0,0,1,25,0
21,80.86,one-year,credit-card,1,1,1,17,0
49,55.2,one-year,debit,1,1,0,29,0
57,28.75,month-to-month,transfer,1,0,2,12,0
47,70.37,two-year,debit,1,1,1,19,0
1,79.51,month-to-month,credit-card,1,0,1,18,0
71,76.51,month-to-month,transfer,0,1,1,13,0
2,73.44,month-to-month,paypal,1,1,0,27,0
71,58.03,two-year,debit,0,0,2,14,0
3,48.87,month-to-month,debit,1,1,2,21,0
37,76.03,one-year,debit,1,0,1,24,0
8,73.53,one-year,debit,0,1,2,16,0
7,53.78,one-year,transfer,1,1,0,16,0
49,87.19,one-year,debit,1,1,0,16,0
52,47.34,two-year,transfer,0,0,1,19,0
9,53.33,month-to-month,credit-card,1,1,1,18,0
70,97.73,month-to-month,transfer,1,1,1,20,0
23,82.37,one-year,credit-card,1,1,1,13,0
23,57.84,month-to-month,debit,0,1,2,24,0
22,70.75,month-to-month,paypal,0,1,2,20,0
33,68.1,one-year,debit,1,1,3,16,0
13,10.09,month-to-month,transfer,0,1,0,18,0
31,46.87,one-year,debit,0,1,3,20,0
15,63.98,month-to-month,paypal,1,0,1,26,0
4,57.87,two-year,paypal,1,1,1,18,0
27,69.94,month-to-month,paypal,1,1,2,29,0
48,87.59,one-year,debit,1,1,1,20,0
55,58.57,two-year,debit,0,1,2,14,0
26,43.85,month-to-month,transfer,0,1,1,17,0
23,71.5,month-to-month,paypal,1,0,0,23,0
56,58.47,month-to-month,transfer,0,1,1,19,0
49,61.88,month-to-month,transfer,0,1,4,22,0
60,59.16,month-to-month,paypal,1,0,1,16,0
65,109.84,month-to-month,paypal,0,0,1,16,0
59,20.19,two-year,debit,1,0,2,18,0
67,57.23,month-to-month,credit-card,1,1,2,24,0
30,64.93,month-to-month,debit,1,1,3,20,0
29,49.38,month-to-month,transfer,0,0,0,16,0
23,83.0,month-to-month,paypal,0,1,0,19,0
17,81.27,month-to-month,debit,1,1,2,19,0
54,64.04,two-year,credit-card,1,1,0,17,0
51,59.59,one-year,debit,1,1,1,21,0
57,62.76,month-to-month,transfer,0,1,1,16,0
12,62.9,one-year,credit-card,1,1,2,17,1
35,63.43,month-to-month,debit,0,1,1,12,0
16,61.24,month-to-month,debit,0,1,2,16,0
64,70.05,one-year,paypal,0,1,2,20,0
19,80.06,month-to-month,transfer,0,1,2,13,0
11,40.39,month-to-month,transfer,0,1,1,19,0
41,43.99,two-year,transfer,0,1,1,16,0
63,30.03,month-to-month,credit-card,1,0,2,13,0
66,82.33,month-to-month,debit,1,1,1,15,0
7,70.01,month-to-month,paypal,0,0,1,16,0
24,75.11,one-year,transfer,0,0,1,18,0
11,36.41,one-year,transfer,1,1,1,12,0
22,100.7,two-year,paypal,0,0,1,23,0
38,52.82,month-to-month,transfer,0,1,2,29,0
20,68.36,one-year,transfer,1,1,0,8,0
5,82.09,month-to-month,credit-card,1,1,0,23,0
37,45.26,month-to-month,credit-card,1,1,0,20,0
4,54.07,month-to-month,credit-card,0,0,1,11,1
17,68.58,one-year,debit,0,0,0,12,0
1,122.15,month-to-month,transfer,0,1,0,17,0
7,71.02,one-year,paypal,1,0,2,21,0
31,97.13,month-to-month,debit,0,1,1,17,0
61,89.11,month-to-month,transfer,0,0,1,21,0
55,72.36,two-year,paypal,0,1,1,13,1
8,45.22,one-year,transfer,1,0,3,13,0
3,86.2,month-to-month,debit,0,1,1,21,0
25,35.04,one-year,debit,0,0,2,22,0
47,97.02,month-to-month,transfer,1,1,0,25,0
54,69.0,one-year,debit,1,0,1,21,0
59,12.0,month-to-month,credit-card,1,0,2,23,0
25,58.19,month-to-month,transfer,1,0,1,18,0
12,78.08,month-to-month,transfer,0,1,2,15,0
2,60.26,month-to-month,debit,1,1,2,16,0
11,79.3,month-to-month,credit-card,0,1,0,15,0
5,48.0,month-to-month,paypal,1,1,0,25,0
62,38.88,two-year,debit,0,1,0,22,0
20,63.57,month-to-month,transfer,1,0,2,14,0
59,65.63,month-to-month,credit-card,1,1,1,11,0
40,58.03,month-to-month,debit,0,1,0,16,0
39,89.55,one-year,transfer,0,0,2,22,0
33,48.0,month-to-month,credit-card,1,0,4,20,0
59,71.26,month-to-month,debit,0,1,2,25,0
4,66.36,one-year,transfer,1,0,0,16,0
7,33.87,month-to-month,paypal,0,0,2,21,0
31,38.62,two-year,debit,1,1,2,15,0
29,65.24,month-to-month,credit-card,1,0,0,15,0
39,104.62,one-year,credit-card,1,1,2,18,0
53,76.59,month-to-month,transfer,1,1,1,16,1
42,30.49,one-year,transfer,1,1,0,19,0
19,10.0,one-year,transfer,1,1,0,14,0
24,79.66,month-to-month,debit,1,1,0,14,0
54,63.08,month-to-month,credit-card,1,1,1,15,0
15,87.83,month-to-month,credit-card,0,1,0,22,0
36,47.39,month-to-month,credit-card,0,1,1,12,0
39,72.0,two-year,debit,0,1,2,24,0
54,81.92,month-to-month,debit,1,1,3,21,1
51,56.05,one-year,credit-card,1,1,0,11,0
33,56.48,two-year,transfer,0,0,2,23,0
22,65.51,one-year,debit,1,0,1,17,0
27,75.85,one-year,paypal,0,1,1,22,0
30,64.71,month-to-month,debit,1,1,1,20,0
16,84.48,month-to-month,credit-card,1,1,6,16,0
45,55.76,month-to-month,transfer,1,1,1,26,0
15,38.43,month-to-month,transfer,1,0,0,15,0
47,104.54,month-to-month,paypal,1,1,1,15,0
54,52.91,month-to-month,transfer,0,1,1,13,0
69,53.63,month-to-month,debit,1,1,0,17,0
9,63.68,month-to-month,transfer,0,1,0,16,0
54,66.34,month-to-month,paypal,1,1,0,24,0
7,57.27,month-to-month,transfer,1,1,0,25,0
24,64.65,month-to-month,paypal,0,1,1,20,0
13,64.2,month-to-month,paypal,0,1,2,13,1
12,68.5,one-year,paypal,1,1,1,24,0
13,17.85,one-year,transfer,1,0,0,13,0
4,102.62,month-to-month,debit,0,0,2,25,0
59,62.05,month-to-month,paypal,1,1,1,13,0
5,76.61,month-to-month,paypal,0,1,0,26,0
29,37.44,month-to-month,debit,1,1,0,13,0
50,55.58,month-to-month,credit-card,1,1,1,18,0
71,51.55,two-year,paypal,0,1,1,23,0
61,94.39,month-to-month,credit-card,1,1,0,24,1
10,53.28,month-to-month,paypal,0,1,0,15,0
71,80.16,one-year,credit-card,1,1,3,31,0
47,51.99,month-to-month,paypal,0,1,0,13,0
13,55.95,month-to-month,transfer,1,1,0,21,0
